p	linkRatio	samplenum
12.2	0.28116710875331563	377
7.2	0.1657718120805369	1490
18.1	0.4392523364485981	107
9.3	0.22085889570552147	815
16.9	0.3092105263157895	152
15.9	0.281437125748503	167
7.7	0.21017699115044247	1356
7.6	0.20202751629254165	1381
5.2	0.1452947259565667	3868
18.8	0.3888888888888889	90
8.6	0.20204081632653062	980
4.6	0.1379816513761468	5450
6.8	0.18625872249060654	1863
13.6	0.31970260223048325	269
9.8	0.2222222222222222	684
15.3	0.3386243386243386	189
13.0	0.2996632996632997	297
22.5	0.4482758620689655	58
28.8	0.3888888888888889	18
14.1	0.31512605042016806	238
6.3	0.17157941047074352	2273
8.3	0.21944177093359	1039
8.7	0.2215973003374578	889
8.2	0.19072164948453607	1164
13.8	0.3333333333333333	276
14.6	0.2914798206278027	223
11.0	0.2958963282937365	463
13.2	0.2733333333333333	300
7.9	0.18851823118696664	1289
10.2	0.2470389170896785	591
10.0	0.20583468395461912	617
5.8	0.14496314496314497	2849
9.5	0.23306233062330622	738
9.6	0.2086230876216968	719
8.8	0.19977553310886645	891
7.4	0.1825068870523416	1452
24.2	0.5416666666666666	48
10.5	0.1905564924114671	593
14.5	0.30697674418604654	215
6.7	0.17774261603375527	1896
8.0	0.16753926701570682	1146
9.9	0.2094081942336874	659
8.1	0.18877551020408162	1176
11.9	0.23515439429928742	421
6.0	0.17793728749527768	2647
12.3	0.26062322946175637	353
11.6	0.23937360178970918	447
8.4	0.1980487804878049	1025
7.5	0.19571639586410636	1354
9.1	0.22207792207792207	770
5.5	0.15721891637958033	3193
15.1	0.23333333333333334	180
17.5	0.3565217391304348	115
11.8	0.2542372881355932	354
13.7	0.23949579831932774	238
11.3	0.2420814479638009	442
12.9	0.26421404682274247	299
13.4	0.24305555555555555	288
11.2	0.27007299270072993	411
10.1	0.2624	625
10.3	0.23857868020304568	591
11.4	0.24553571428571427	448
12.5	0.2358490566037736	318
9.2	0.23370233702337023	813
19.8	0.3625	80
11.5	0.2681818181818182	440
12.7	0.28012048192771083	332
10.9	0.24618736383442266	459
15.4	0.3298429319371728	191
12.4	0.2413793103448276	377
30.2	0.5	22
9.7	0.1927710843373494	664
23.6	0.48484848484848486	66
23.4	0.5357142857142857	56
14.4	0.2590909090909091	220
12.6	0.268370607028754	313
29.2	0.5925925925925926	27
20.3	0.43243243243243246	74
21.9	0.417910447761194	67
24.9	0.39473684210526316	38
12.1	0.2809917355371901	363
19.5	0.36666666666666664	90
16.3	0.31446540880503143	159
13.1	0.26366559485530544	311
17.2	0.38636363636363635	132
17.9	0.3949579831932773	119
14.0	0.2680851063829787	235
18.7	0.34234234234234234	111
12.8	0.2920634920634921	315
16.2	0.32666666666666666	150
11.7	0.2602739726027397	365
13.9	0.3209302325581395	215
16.0	0.33766233766233766	154
14.3	0.30660377358490565	212
15.6	0.27941176470588236	204
14.8	0.2975609756097561	205
18.2	0.23931623931623933	117
19.7	0.34831460674157305	89
20.0	0.33	100
16.5	0.3624161073825503	149
25.6	0.5116279069767442	43
25.3	0.4146341463414634	41
18.9	0.4174757281553398	103
19.2	0.3684210526315789	95
17.7	0.3082706766917293	133
18.3	0.4	115
17.0	0.3333333333333333	123
18.0	0.37142857142857144	105
20.1	0.38202247191011235	89
17.3	0.323943661971831	142
20.8	0.35802469135802467	81
20.5	0.3717948717948718	78
22.3	0.5087719298245614	57
30.6	0.47368421052631576	19
21.6	0.5	60
15.8	0.26229508196721313	183
23.7	0.42105263157894735	38
19.6	0.35714285714285715	84
17.4	0.3597122302158273	139
15.5	0.3155080213903743	187
13.5	0.3007246376811594	276
20.7	0.3333333333333333	72
15.2	0.31746031746031744	189
26.2	0.5384615384615384	39
17.1	0.36619718309859156	142
18.6	0.37373737373737376	99
21.5	0.48148148148148145	81
25.8	0.5111111111111111	45
15.0	0.2598870056497175	177
24.6	0.45652173913043476	46
21.2	0.4090909090909091	66
24.1	0.4222222222222222	45
17.6	0.29906542056074764	107
21.8	0.42857142857142855	63
16.4	0.36764705882352944	136
16.7	0.42857142857142855	126
16.6	0.27906976744186046	129
17.8	0.33035714285714285	112
20.9	0.4305555555555556	72
26.7	0.48717948717948717	39
21.4	0.5263157894736842	57
16.1	0.38961038961038963	154
16.8	0.2945205479452055	146
21.0	0.35555555555555557	90
24.4	0.4878048780487805	41
15.7	0.2795031055900621	161
19.0	0.29213483146067415	89
29.0	0.2727272727272727	22
23.8	0.35294117647058826	51
14.9	0.3160621761658031	193
34.2	0.625	16
21.7	0.36764705882352944	68
18.5	0.3238095238095238	105
22.0	0.5094339622641509	53
30.1	0.5217391304347826	23
32.7	0.6190476190476191	21
32.4	0.6428571428571429	14
21.3	0.3958333333333333	48
21.1	0.44285714285714284	70
33.5	0.8181818181818182	11
31.8	0.5909090909090909	22
38.6	0.7	10
28.0	0.5454545454545454	33
20.4	0.38636363636363635	88
19.1	0.3978494623655914	93
23.2	0.37777777777777777	45
37.1	0.6875	16
25.2	0.5135135135135135	37
35.5	0.625	16
34.4	0.7857142857142857	14
29.8	0.7142857142857143	28
25.1	0.5294117647058824	34
22.7	0.6031746031746031	63
30.5	0.5	26
27.1	0.5357142857142857	28
47.8	0.6666666666666666	3
23.5	0.3333333333333333	54
26.4	0.41935483870967744	31
31.3	0.625	16
28.4	0.46153846153846156	26
40.3	0.6666666666666666	9
35.4	0.7777777777777778	9
28.1	0.5909090909090909	22
22.4	0.45901639344262296	61
26.1	0.5454545454545454	33
25.4	0.32432432432432434	37
33.8	0.6818181818181818	22
30.4	0.55	20
26.5	0.5384615384615384	39
32.8	0.4117647058823529	17
39.3	0.4	5
30.9	0.5882352941176471	17
27.5	0.6774193548387096	31
27.2	0.38461538461538464	39
35.7	0.4	15
37.0	0.7	10
24.5	0.45	40
31.9	0.8333333333333334	18
35.3	0.7142857142857143	21
27.4	0.4838709677419355	31
34.5	0.55	20
23.3	0.40350877192982454	57
30.0	0.2916666666666667	24
36.5	0.6153846153846154	13
27.6	0.5769230769230769	26
24.7	0.4782608695652174	46
19.9	0.3125	80
24.8	0.38095238095238093	42
29.1	0.64	25
20.2	0.43023255813953487	86
33.0	0.7142857142857143	14
19.3	0.38202247191011235	89
39.0	0.625	8
23.0	0.4791666666666667	48
28.2	0.5666666666666667	30
26.9	0.45161290322580644	31
20.6	0.2891566265060241	83
26.6	0.5	40
25.9	0.5172413793103449	29
39.5	0.8181818181818182	11
27.8	0.6756756756756757	37
26.0	0.45161290322580644	31
19.4	0.32222222222222224	90
38.8	0.7272727272727273	11
36.6	0.75	8
34.3	0.75	12
51.2	1.0	3
24.0	0.5	40
35.1	0.85	20
36.8	0.6363636363636364	11
37.2	0.6666666666666666	9
36.9	0.6666666666666666	15
33.3	0.7222222222222222	18
29.6	0.4166666666666667	24
30.7	0.5238095238095238	21
38.4	0.6153846153846154	13
40.5	0.8	10
26.3	0.41379310344827586	29
40.1	0.6153846153846154	13
23.9	0.46296296296296297	54
36.4	0.7333333333333333	15
28.3	0.5	32
41.1	0.8181818181818182	11
37.4	0.5625	16
42.0	0.7272727272727273	11
31.5	0.5217391304347826	23
33.1	0.6363636363636364	22
43.0	0.5833333333333334	12
32.6	0.7333333333333333	15
31.1	0.5294117647058824	17
30.3	0.5769230769230769	26
27.3	0.45714285714285713	35
32.0	0.6842105263157895	19
34.8	0.7058823529411765	17
41.0	0.8333333333333334	12
25.0	0.4358974358974359	39
31.2	0.4782608695652174	23
25.5	0.53125	32
32.2	0.42857142857142855	21
22.8	0.46511627906976744	43
22.2	0.38596491228070173	57
27.9	0.6428571428571429	28
23.1	0.5454545454545454	33
27.7	0.6129032258064516	31
47.4	0.7142857142857143	7
31.0	0.5652173913043478	23
52.3	0.75	4
49.8	1.0	1
35.8	0.7058823529411765	17
22.6	0.45454545454545453	55
29.3	0.6428571428571429	28
56.0	1.0	3
33.4	0.6111111111111112	18
29.4	0.5238095238095238	21
39.2	0.9166666666666666	12
50.1	1.0	4
53.6	0.75	4
27.0	0.4358974358974359	39
67.1	1.0	2
48.3	0.7777777777777778	9
41.5	0.5555555555555556	9
22.1	0.4307692307692308	65
50.7	1.0	6
36.7	0.8181818181818182	11
29.7	0.6190476190476191	21
58.3	1.0	1
46.1	0.75	12
49.0	0.6	5
59.6	0.6666666666666666	3
55.2	0.6	5
52.6	0.5	4
40.6	0.7857142857142857	14
39.1	0.6666666666666666	12
28.9	0.6	30
48.6	0.7142857142857143	7
47.9	0.5	4
83.1	1.0	1
47.6	0.5714285714285714	7
37.8	0.6666666666666666	12
42.1	0.6153846153846154	13
55.0	0.6666666666666666	9
41.7	0.9230769230769231	13
65.4	1.0	1
58.8	0.75	4
43.4	0.6666666666666666	6
46.9	0.6666666666666666	9
54.7	0.8333333333333334	6
59.1	0.6666666666666666	3
46.7	1.0	6
36.0	0.5882352941176471	17
34.9	0.7	20
35.2	0.6363636363636364	11
43.3	0.625	8
62.0	0.3333333333333333	3
65.1	1.0	2
48.9	1.0	4
49.3	1.0	2
42.9	0.6	10
55.7	0.8333333333333334	6
41.3	0.5	6
41.4	0.7777777777777778	9
67.0	0.5	2
32.1	0.6875	16
42.4	0.4444444444444444	9
64.4	1.0	1
32.9	0.5882352941176471	17
45.2	0.7	10
38.3	0.8	10
55.1	1.0	5
47.0	0.7142857142857143	7
32.3	0.5625	16
31.7	0.75	24
64.7	1.0	1
37.3	0.625	8
44.1	1.0	7
50.6	1.0	4
54.2	0.5	4
63.0	1.0	2
34.6	0.5714285714285714	21
36.3	0.5	12
51.1	0.5	4
38.0	0.7777777777777778	9
25.7	0.5	44
50.0	0.5	4
22.9	0.425531914893617	47
36.2	0.6666666666666666	12
51.6	1.0	7
43.1	1.0	4
41.6	0.6	10
26.8	0.6206896551724138	29
35.6	0.4666666666666667	15
39.9	0.8181818181818182	11
28.6	0.5416666666666666	24
52.2	0.3333333333333333	3
31.4	0.7	20
24.3	0.35135135135135137	37
44.9	0.6428571428571429	14
46.6	0.4	5
28.5	0.4230769230769231	26
40.0	0.5	14
33.2	0.6470588235294118	17
52.5	1.0	2
37.5	0.7777777777777778	9
50.3	0.5714285714285714	7
40.9	0.6666666666666666	12
35.0	0.6666666666666666	12
28.7	0.6206896551724138	29
33.9	0.7	10
37.6	0.6666666666666666	9
46.4	0.8888888888888888	9
63.8	1.0	4
43.7	0.5	6
50.2	1.0	4
49.6	1.0	5
56.5	0.75	4
49.4	0.5	4
33.6	0.6666666666666666	18
55.8	0.8	5
48.8	0.75	4
74.6	0.8	5
36.1	0.6875	16
52.4	1.0	2
34.1	0.46153846153846156	13
55.6	1.0	2
51.9	1.0	1
50.5	0.75	4
38.7	0.6666666666666666	12
58.5	1.0	3
48.2	0.8333333333333334	6
41.2	0.5	6
57.9	1.0	4
61.1	0.6666666666666666	3
38.2	0.75	8
43.5	0.6666666666666666	6
53.9	1.0	4
37.7	0.5	10
42.2	1.0	4
43.2	1.0	8
63.5	1.0	2
62.3	1.0	2
35.9	0.7142857142857143	14
46.3	0.75	4
62.8	1.0	3
45.3	0.75	8
47.1	0.7142857142857143	7
53.8	0.75	4
60.3	1.0	2
34.0	0.8461538461538461	13
48.1	0.75	4
29.9	0.5	16
52.8	0.6	5
45.1	0.7777777777777778	9
38.5	0.7857142857142857	14
30.8	0.4782608695652174	23
40.7	0.7777777777777778	9
59.7	1.0	1
43.9	0.8	10
62.4	1.0	2
29.5	0.6470588235294118	17
40.4	0.5	4
38.9	0.5	8
44.4	0.7142857142857143	7
33.7	0.6363636363636364	11
32.5	0.5714285714285714	14
44.3	0.8571428571428571	7
45.9	0.5	6
42.8	0.625	8
51.3	0.875	8
45.0	0.625	8
34.7	0.8333333333333334	12
44.2	0.75	4
38.1	0.6666666666666666	12
55.9	0.3333333333333333	3
40.2	0.8461538461538461	13
46.2	0.8	5
54.6	1.0	2
57.4	0.8	5
54.8	1.0	3
39.8	0.8571428571428571	7
46.0	0.8	5
39.7	0.7333333333333333	15
68.1	0.75	4
53.7	0.6666666666666666	3
69.1	0.0	1
45.6	0.6	5
42.3	0.6363636363636364	11
43.8	0.6	5
44.8	0.8	5
59.4	1.0	1
49.1	1.0	3
39.4	1.0	6
45.5	0.5	10
46.8	0.75	4
51.4	0.6666666666666666	6
53.1	1.0	3
56.6	1.0	1
49.2	0.75	4
51.7	0.6666666666666666	3
77.7	1.0	1
48.7	0.875	8
61.9	0.6666666666666666	3
59.0	0.6666666666666666	3
44.5	0.7	10
59.2	1.0	2
60.9	1.0	3
62.2	1.0	2
62.1	0.6666666666666666	3
44.0	0.5	6
63.1	1.0	3
51.0	1.0	3
67.5	0.6666666666666666	3
47.2	1.0	5
47.5	0.5714285714285714	7
53.2	1.0	3
63.3	1.0	2
44.7	0.5	6
47.3	1.0	5
44.6	0.2	5
42.6	0.6666666666666666	6
41.8	1.0	6
39.6	0.8	5
47.7	0.6	5
56.2	0.75	4
79.4	1.0	1
61.4	1.0	1
66.3	0.5	2
66.8	0.3333333333333333	3
57.1	1.0	2
45.8	0.75	4
66.2	1.0	2
57.7	1.0	2
90.3	1.0	1
66.6	0.6666666666666666	3
42.7	0.625	8
74.8	1.0	3
54.0	1.0	2
66.4	1.0	1
70.8	1.0	1
67.7	1.0	1
77.2	1.0	1
57.2	1.0	2
62.9	1.0	1
42.5	0.6363636363636364	11
45.4	0.8333333333333334	6
64.3	1.0	2
72.7	1.0	2
61.0	1.0	2
71.1	1.0	3
49.7	0.8333333333333334	6
57.0	1.0	4
63.4	0.5	2
75.0	1.0	1
58.1	1.0	1
50.8	0.3333333333333333	3
56.3	0.75	4
64.8	1.0	1
46.5	0.8	5
49.9	1.0	2
63.7	0.3333333333333333	3
50.9	1.0	2
52.9	1.0	3
52.7	0.3333333333333333	3
58.0	1.0	1
43.6	0.8	5
37.9	0.5454545454545454	11
49.5	0.5	2
48.4	1.0	4
55.5	0.3333333333333333	3
66.9	1.0	1
41.9	0.6666666666666666	6
48.5	1.0	3
51.5	1.0	3
40.8	0.7142857142857143	7
57.5	1.0	1
56.1	1.0	5
68.9	1.0	1
45.7	1.0	8
54.9	0.75	4
62.5	1.0	1
77.4	1.0	1
53.3	1.0	2
53.0	1.0	2
76.1	1.0	1
73.2	0.0	1
69.5	1.0	2
70.3	1.0	4
92.0	1.0	1
67.9	1.0	1
75.4	1.0	2
52.1	0.3333333333333333	3
80.2	0.6666666666666666	3
67.4	0.0	1
65.6	1.0	1
86.5	0.5	2
78.7	1.0	1
77.0	0.0	1
78.5	1.0	1
71.0	0.0	1
108.8	1.0	1
61.8	1.0	1
61.3	0.3333333333333333	3
70.7	1.0	1
92.5	0.5	2
70.9	1.0	3
80.1	1.0	1
59.3	0.6666666666666666	3
82.7	1.0	1
78.0	1.0	1
64.6	1.0	2
81.3	1.0	1
95.9	0.0	1
71.6	1.0	1
65.2	1.0	2
69.0	1.0	1
78.8	0.5	2
60.4	1.0	1
89.6	1.0	1
59.8	1.0	2
85.7	1.0	2
72.1	1.0	1
67.6	1.0	1
64.0	1.0	2
87.3	1.0	2
61.2	1.0	1
54.5	0.5	6
62.6	1.0	1
57.8	0.5	2
73.4	0.6666666666666666	3
76.5	1.0	1
85.6	1.0	1
69.9	1.0	1
71.8	0.0	1
60.5	1.0	1
66.5	1.0	1
51.8	1.0	1
53.5	1.0	2
53.4	1.0	1
56.8	1.0	5
56.4	0.6666666666666666	3
64.1	1.0	1
54.4	0.5	2
60.2	1.0	2
52.0	0.5	2
50.4	0.0	2
83.0	1.0	1
105.3	1.0	1
60.6	1.0	1
82.6	1.0	1
82.5	1.0	1
69.6	1.0	1
71.2	1.0	1
87.7	1.0	1
85.3	1.0	2
74.7	1.0	1
73.1	0.5	2
68.2	1.0	1
117.9	1.0	1
65.7	1.0	1
84.1	1.0	1
60.7	1.0	1
54.3	1.0	1
74.9	1.0	2
98.2	1.0	1
74.4	1.0	1
63.6	0.0	1
58.7	0.5	2
71.7	1.0	1
91.9	1.0	1
89.4	1.0	1
99.9	1.0	1
75.2	1.0	1
70.5	1.0	1
80.4	1.0	1
55.4	1.0	2
65.3	1.0	1
64.2	1.0	1
63.2	1.0	1
98.8	1.0	1
94.0	1.0	1
78.4	1.0	1
72.5	0.5	2
67.2	1.0	1
94.1	1.0	1
71.9	1.0	2
61.5	1.0	2
84.2	1.0	2
95.5	1.0	1
59.5	0.5	2
57.3	1.0	1
77.8	1.0	1
72.2	1.0	1
65.9	1.0	1
80.3	1.0	1
68.8	1.0	1
70.2	1.0	1
77.1	1.0	2
71.3	1.0	1
69.7	1.0	1
60.8	1.0	2
90.4	1.0	1
76.6	1.0	1
72.8	1.0	1
64.5	1.0	1
56.9	1.0	1
65.0	1.0	1
71.4	0.0	1
68.6	1.0	1
54.1	1.0	1
68.4	1.0	1
58.4	1.0	1
66.1	1.0	1
56.7	1.0	1
69.4	1.0	1
75.5	1.0	1
62.7	1.0	1
48.0	0.0	1
