p	linkRatio	samplenum
19.2	0.37341772151898733	158
23.6	0.36363636363636365	66
14.4	0.2803738317757009	428
16.4	0.2826086956521739	276
10.7	0.15384615384615385	1157
14.7	0.2932330827067669	399
15.2	0.2984126984126984	315
35.1	0.7857142857142857	14
20.4	0.40540540540540543	111
16.2	0.3381294964028777	278
22.7	0.3770491803278688	61
14.6	0.24641148325358853	418
30.7	0.8333333333333334	18
17.6	0.291866028708134	209
13.5	0.2648221343873518	506
13.7	0.2627118644067797	472
20.2	0.3	110
21.3	0.3611111111111111	108
33.4	0.7368421052631579	19
19.4	0.4014084507042254	142
15.7	0.2775800711743772	281
22.2	0.3670886075949367	79
17.4	0.32701421800947866	211
27.0	0.675	40
13.3	0.25597269624573377	586
9.0	0.12841399137517967	2087
22.9	0.4657534246575342	73
21.4	0.3793103448275862	87
19.1	0.3716216216216216	148
15.0	0.29253731343283584	335
16.8	0.3487394957983193	238
16.3	0.26053639846743293	261
18.8	0.37254901960784315	153
11.4	0.19558359621451105	951
33.7	1.0	11
10.5	0.18509803921568627	1275
11.8	0.19036427732079905	851
19.0	0.2781456953642384	151
20.1	0.3435114503816794	131
18.4	0.3125	176
15.4	0.28859060402684567	298
14.2	0.2721238938053097	452
16.1	0.2392857142857143	280
11.5	0.18777777777777777	900
21.8	0.4897959183673469	98
21.7	0.35714285714285715	84
36.1	0.5384615384615384	13
16.9	0.34977578475336324	223
21.0	0.3854166666666667	96
12.6	0.19599427753934193	699
27.3	0.5277777777777778	36
11.6	0.20424671385237614	989
14.1	0.2574468085106383	470
13.9	0.252465483234714	507
26.2	0.4583333333333333	24
37.7	0.75	12
24.3	0.46296296296296297	54
45.9	1.0	7
18.7	0.31333333333333335	150
53.8	1.0	6
21.6	0.4625	80
48.6	0.8571428571428571	7
41.7	1.0	8
20.5	0.3684210526315789	95
42.1	1.0	7
18.1	0.2717391304347826	184
29.5	0.6071428571428571	28
42.2	1.0	12
28.6	0.5	26
37.6	0.8461538461538461	13
26.5	0.6	50
14.0	0.27801724137931033	464
12.0	0.17276166456494324	793
18.2	0.3626373626373626	182
17.1	0.2805755395683453	278
12.7	0.22358346094946402	653
29.4	0.6818181818181818	22
32.3	0.5384615384615384	13
12.2	0.18485237483953787	779
20.3	0.3877551020408163	98
31.2	0.7083333333333334	24
21.9	0.37209302325581395	86
33.2	0.5714285714285714	14
31.7	0.8181818181818182	22
42.5	0.8333333333333334	6
15.1	0.2542372881355932	354
37.0	0.7692307692307693	13
19.9	0.4496124031007752	129
18.0	0.36363636363636365	165
17.5	0.32272727272727275	220
32.9	0.7391304347826086	23
16.0	0.2597864768683274	281
23.4	0.47619047619047616	63
16.7	0.30833333333333335	240
24.8	0.4418604651162791	43
23.9	0.3888888888888889	54
24.1	0.47368421052631576	57
27.5	0.5675675675675675	37
22.5	0.4305555555555556	72
18.9	0.391304347826087	161
20.0	0.3380281690140845	142
23.7	0.41379310344827586	58
28.4	0.7333333333333333	30
67.2	1.0	2
34.2	0.7142857142857143	14
20.8	0.43820224719101125	89
22.0	0.4	90
29.3	0.5172413793103449	29
30.6	0.5769230769230769	26
55.9	1.0	4
21.5	0.4777777777777778	90
34.1	0.8947368421052632	19
30.5	0.6956521739130435	23
25.7	0.5	40
19.5	0.3709677419354839	124
25.4	0.509090909090909	55
23.3	0.4461538461538462	65
22.3	0.34375	64
28.3	0.4782608695652174	23
86.4	1.0	1
29.1	0.6071428571428571	28
32.7	0.5238095238095238	21
57.2	1.0	4
18.6	0.379746835443038	158
33.5	0.3125	16
59.4	1.0	1
30.0	0.65	20
25.5	0.5777777777777777	45
18.5	0.37857142857142856	140
31.5	0.5	26
26.7	0.4857142857142857	35
27.4	0.5454545454545454	33
39.6	0.8888888888888888	9
30.9	0.7037037037037037	27
34.7	0.6	20
31.1	0.5238095238095238	21
38.9	0.8	10
27.9	0.6046511627906976	43
28.2	0.6060606060606061	33
24.2	0.4666666666666667	45
33.1	0.5294117647058824	17
28.5	0.7777777777777778	27
22.8	0.48484848484848486	66
45.3	1.0	5
40.7	0.7	10
59.3	1.0	3
41.0	0.5	10
46.8	1.0	3
24.9	0.45454545454545453	55
36.9	0.5454545454545454	11
35.9	0.7857142857142857	14
33.8	0.7916666666666666	24
19.7	0.35714285714285715	126
43.3	0.625	8
32.6	0.7692307692307693	13
27.7	0.3333333333333333	39
34.9	0.6363636363636364	11
19.8	0.3269230769230769	104
26.1	0.5172413793103449	58
35.0	0.625	16
23.2	0.391304347826087	69
25.2	0.5094339622641509	53
22.1	0.35714285714285715	98
22.4	0.40789473684210525	76
100.0	1.0	1
38.4	0.75	12
36.7	0.9	10
52.4	1.0	1
36.0	0.7857142857142857	14
29.9	0.5588235294117647	34
32.0	0.6153846153846154	26
30.1	0.6470588235294118	17
70.0	1.0	1
25.0	0.48	50
39.7	1.0	4
27.6	0.55	40
44.0	0.7142857142857143	7
44.8	0.8333333333333334	12
43.6	0.9166666666666666	12
29.7	0.6470588235294118	34
54.8	1.0	4
28.8	0.5806451612903226	31
40.2	0.9333333333333333	15
25.6	0.46511627906976744	43
25.9	0.43902439024390244	41
25.8	0.4222222222222222	45
47.8	1.0	7
25.3	0.47368421052631576	38
29.6	0.7586206896551724	29
23.5	0.42857142857142855	63
30.3	0.6153846153846154	26
32.1	0.56	25
40.9	0.875	8
54.9	1.0	4
26.9	0.46938775510204084	49
24.7	0.425531914893617	47
23.1	0.417910447761194	67
27.1	0.45098039215686275	51
45.2	0.8571428571428571	7
42.6	0.5	8
24.6	0.4489795918367347	49
35.2	0.5	18
73.5	1.0	1
26.3	0.5909090909090909	44
26.4	0.5208333333333334	48
58.2	1.0	3
55.5	1.0	4
31.6	0.7727272727272727	22
41.8	0.8888888888888888	9
40.6	0.6	10
57.9	1.0	2
30.4	0.6428571428571429	28
39.9	1.0	3
44.3	1.0	5
35.5	0.6842105263157895	19
27.2	0.5405405405405406	37
21.1	0.39655172413793105	116
49.2	1.0	5
33.6	0.7368421052631579	19
29.8	0.7419354838709677	31
32.4	0.6956521739130435	23
40.3	0.6666666666666666	9
40.4	0.625	8
37.9	0.5384615384615384	13
60.9	1.0	5
47.7	0.5	2
59.5	1.0	3
45.0	0.5	4
42.3	0.8333333333333334	6
69.0	1.0	1
28.0	0.5142857142857142	35
34.0	0.5454545454545454	11
50.3	1.0	5
42.0	0.8	5
34.6	0.7894736842105263	19
35.7	0.5	10
53.7	1.0	1
116.3	1.0	1
31.4	0.6666666666666666	18
31.3	0.7142857142857143	28
25.1	0.43478260869565216	46
43.4	0.6363636363636364	11
83.9	1.0	2
41.5	0.7272727272727273	11
34.3	0.6666666666666666	12
71.8	1.0	1
61.2	1.0	2
60.0	1.0	4
28.9	0.5714285714285714	28
59.9	1.0	4
38.6	0.6363636363636364	11
32.5	0.6666666666666666	27
38.7	0.8571428571428571	14
27.8	0.6190476190476191	42
41.6	0.625	8
36.6	0.7777777777777778	9
77.9	1.0	1
43.2	0.8	10
37.3	0.7777777777777778	9
33.3	0.5384615384615384	13
46.3	1.0	5
77.7	1.0	3
38.8	0.7272727272727273	11
46.5	0.8333333333333334	6
29.2	0.6176470588235294	34
65.4	1.0	3
46.9	0.6666666666666666	6
42.9	0.8571428571428571	7
95.2	1.0	1
26.0	0.52	50
31.0	0.4583333333333333	24
43.7	0.5	4
33.0	0.6111111111111112	18
43.9	0.8333333333333334	6
34.5	0.8333333333333334	18
31.9	0.6	15
85.9	1.0	1
38.1	0.8	15
26.6	0.5283018867924528	53
41.2	1.0	6
34.4	0.7333333333333333	15
57.3	1.0	2
93.7	1.0	1
52.0	0.75	4
30.2	0.6666666666666666	18
40.5	0.8571428571428571	7
34.8	0.7142857142857143	7
76.4	1.0	2
38.3	0.9090909090909091	11
48.1	0.75	4
83.1	1.0	2
121.4	1.0	1
48.9	1.0	3
33.9	0.8095238095238095	21
70.8	1.0	3
48.8	1.0	3
47.0	1.0	4
115.9	1.0	1
69.2	1.0	1
37.4	0.7142857142857143	14
60.8	1.0	1
53.6	1.0	4
38.5	0.5	10
36.2	0.9090909090909091	11
41.4	0.8	10
29.0	0.6923076923076923	26
32.2	0.631578947368421	19
47.3	0.8	5
43.0	0.8888888888888888	9
50.2	1.0	5
37.5	0.5555555555555556	9
52.3	1.0	4
45.6	0.3333333333333333	3
80.1	1.0	3
36.5	0.6	15
54.2	0.75	4
51.0	1.0	3
47.1	0.8	5
49.7	0.5	2
88.4	1.0	2
78.3	1.0	2
38.2	0.8888888888888888	9
51.5	1.0	3
67.3	1.0	2
30.8	0.6666666666666666	18
28.7	0.6388888888888888	36
31.8	0.6086956521739131	23
39.2	0.8	15
35.4	0.7777777777777778	9
46.2	0.5	2
41.1	0.8571428571428571	14
51.6	0.75	4
47.5	0.8	5
59.2	0.8333333333333334	6
49.1	1.0	3
82.3	1.0	1
50.4	1.0	4
48.3	0.8571428571428571	7
46.7	1.0	3
37.1	1.0	2
51.3	1.0	6
49.3	1.0	6
60.2	1.0	3
35.3	0.6111111111111112	18
49.5	1.0	3
41.3	1.0	6
42.4	1.0	9
61.1	1.0	2
80.4	1.0	4
37.8	1.0	9
44.6	0.75	4
69.1	1.0	1
52.7	0.6666666666666666	3
53.1	1.0	4
45.7	1.0	6
72.9	1.0	1
39.8	0.6666666666666666	6
55.0	1.0	1
48.2	0.8	5
58.8	1.0	2
41.9	1.0	4
52.6	1.0	4
65.2	1.0	2
46.6	0.75	4
96.1	1.0	1
75.3	1.0	1
62.0	1.0	1
32.8	0.6923076923076923	13
43.1	0.8461538461538461	13
66.9	1.0	2
55.8	1.0	4
40.1	0.6666666666666666	3
56.5	1.0	2
54.6	1.0	2
53.4	1.0	2
105.0	1.0	1
52.8	1.0	2
71.6	1.0	1
48.7	1.0	7
45.8	0.6666666666666666	6
87.9	1.0	1
104.1	1.0	1
55.4	0.3333333333333333	3
76.7	1.0	1
45.1	1.0	6
86.5	1.0	1
40.0	0.6	5
39.1	1.0	6
53.3	1.0	4
79.6	1.0	2
62.9	1.0	1
39.0	0.7142857142857143	7
105.4	1.0	1
65.9	1.0	4
60.4	1.0	2
44.7	0.875	8
59.7	1.0	1
58.1	1.0	5
52.2	0.5	2
43.5	0.875	8
73.7	1.0	1
54.1	0.75	4
85.6	1.0	1
58.5	1.0	2
54.3	1.0	2
66.3	1.0	2
51.8	1.0	3
64.0	1.0	2
62.6	1.0	2
68.7	1.0	1
65.6	1.0	1
36.3	0.8	10
49.0	1.0	4
39.4	0.7	10
72.5	1.0	3
49.9	1.0	5
61.9	1.0	2
45.5	1.0	3
65.1	1.0	3
105.7	1.0	3
54.5	1.0	3
35.6	0.5	14
97.6	1.0	2
53.2	1.0	2
59.0	1.0	1
66.7	1.0	2
82.2	1.0	1
79.7	1.0	1
62.1	1.0	2
44.9	0.6666666666666666	3
44.4	1.0	4
36.4	0.9333333333333333	15
78.5	1.0	1
43.8	0.8	5
56.2	1.0	3
50.1	1.0	3
50.5	0.6666666666666666	3
95.0	1.0	1
84.9	1.0	1
37.2	0.6666666666666666	3
42.8	0.7777777777777778	9
60.1	1.0	1
39.3	0.8333333333333334	6
88.5	1.0	3
55.6	0.75	4
52.1	0.8	5
35.8	0.625	8
59.1	1.0	2
72.8	1.0	2
52.5	1.0	5
55.1	1.0	3
66.6	1.0	1
39.5	1.0	4
67.9	1.0	1
46.1	0.8	5
92.1	1.0	1
62.5	1.0	1
44.2	0.8571428571428571	7
49.6	1.0	5
48.5	1.0	2
36.8	0.6666666666666666	9
69.5	1.0	2
57.6	1.0	2
47.6	1.0	2
52.9	1.0	2
63.2	1.0	2
66.0	1.0	1
66.4	1.0	1
46.4	1.0	3
59.6	1.0	4
71.4	1.0	1
72.3	1.0	1
91.1	1.0	1
79.0	1.0	1
85.5	1.0	1
74.4	1.0	2
50.7	0.6666666666666666	3
63.0	1.0	1
56.4	0.0	1
48.0	0.5	4
108.0	1.0	1
47.4	1.0	5
70.7	1.0	1
76.0	1.0	2
70.5	1.0	3
63.5	1.0	2
67.7	1.0	1
51.2	1.0	3
78.6	1.0	1
44.1	1.0	3
69.7	1.0	1
60.3	1.0	2
49.4	1.0	1
93.9	1.0	1
76.1	1.0	2
64.9	1.0	1
46.0	1.0	5
61.5	1.0	2
56.3	1.0	4
102.7	1.0	1
40.8	1.0	2
68.8	1.0	2
64.1	1.0	2
76.5	1.0	1
73.2	1.0	1
74.6	1.0	1
56.1	1.0	3
53.9	1.0	2
66.8	1.0	1
97.9	1.0	1
66.1	1.0	2
87.1	1.0	1
58.7	1.0	2
48.4	1.0	3
75.4	1.0	2
65.7	1.0	2
94.3	1.0	1
50.6	1.0	6
50.8	1.0	3
74.3	1.0	1
63.1	1.0	1
77.6	1.0	2
102.2	1.0	1
57.1	1.0	1
45.4	0.8333333333333334	6
44.5	0.5	2
68.1	1.0	2
83.3	1.0	1
90.6	1.0	1
130.0	1.0	1
69.3	1.0	1
80.9	1.0	1
51.9	1.0	3
112.4	1.0	1
129.2	1.0	1
74.2	1.0	1
87.5	1.0	1
57.8	0.0	1
108.4	1.0	1
72.0	1.0	1
94.4	1.0	1
50.9	1.0	4
56.7	1.0	1
42.7	0.75	4
53.0	1.0	1
60.7	1.0	1
55.2	1.0	3
81.0	1.0	1
123.9	1.0	1
58.6	1.0	1
53.5	0.0	1
65.0	1.0	1
63.7	1.0	1
70.6	0.5	2
64.8	1.0	1
124.6	1.0	1
54.0	1.0	1
51.4	1.0	1
61.3	1.0	1
51.1	1.0	1
63.3	1.0	1
67.1	1.0	2
100.4	1.0	1
68.6	1.0	1
58.0	1.0	1
68.3	1.0	1
70.1	1.0	2
56.9	0.5	2
83.8	1.0	1
68.4	1.0	1
89.1	1.0	1
74.1	1.0	1
89.4	1.0	1
85.2	1.0	1
63.6	1.0	1
80.5	1.0	1
73.4	1.0	1
77.1	1.0	1
107.9	1.0	1
54.7	1.0	2
57.5	1.0	1
86.0	1.0	1
58.4	1.0	1
61.6	1.0	2
82.8	1.0	1
122.9	1.0	1
86.6	1.0	1
62.3	1.0	1
65.8	1.0	2
56.0	1.0	2
92.2	1.0	1
68.2	1.0	1
89.7	1.0	1
60.6	1.0	2
55.3	1.0	1
101.9	1.0	1
83.6	1.0	1
56.6	1.0	1
50.0	1.0	3
74.7	1.0	1
95.7	1.0	1
64.2	1.0	1
67.6	1.0	1
47.2	1.0	2
70.4	1.0	1
57.0	1.0	2
99.6	1.0	1
89.2	1.0	1
106.0	1.0	1
70.3	1.0	1
94.1	1.0	1
