p	linkRatio	samplenum
5.3	0.3270425226946966	4186	45.92881032011467
10.0	0.41852117731514715	1393	59.98061737257717
9.8	0.40232558139534885	1290	59.54031007751938
14.4	0.49707602339181284	684	75.49122807017544
12.3	0.470917225950783	894	67.48993288590604
8.8	0.432	1750	56.990857142857145
13.1	0.4706616729088639	801	69.2047440699126
11.4	0.43091095189355166	977	62.660184237461614
57.5	0.7894736842105263	19	153.68421052631578
5.0	0.31157455683003127	4795	44.667570385818564
13.8	0.4948604992657856	681	67.85903083700441
7.1	0.37807881773399016	2436	52.44991789819376
16.6	0.5070707070707071	495	76.87474747474748
7.4	0.38978040540540543	2368	53.51942567567568
6.3	0.3665480427046263	3091	49.169847945648655
20.4	0.6099706744868035	341	95.11436950146627
11.2	0.45589692765113976	1009	61.4816650148662
19.7	0.5479041916167665	334	89.6497005988024
4.2	0.3075438314299501	6217	41.715457616213605
16.7	0.5128712871287129	505	82.95445544554455
6.6	0.3637650389242746	2826	50.859872611464965
13.9	0.511049723756906	724	70.84668508287292
5.4	0.341552734375	4096	46.4677734375
7.3	0.35793515358361777	2344	49.504692832764505
11.9	0.4585698070374574	881	63.41884222474461
12.2	0.4760820045558087	878	66.28018223234623
8.0	0.39781368821292773	2104	54.928231939163496
5.1	0.33497096918267083	4478	45.09468512728897
4.9	0.3323693451766164	4841	44.239619913241064
77.6	0.9166666666666666	12	182.33333333333334
408.8	1.0	1	481.0
127.7	1.0	5	211.0
11.8	0.45846817691477887	927	64.27939590075512
19.1	0.5489614243323442	337	88.40059347181008
33.5	0.6206896551724138	116	112.71551724137932
88.6	0.9230769230769231	13	188.30769230769232
14.3	0.47351524879614765	623	70.39807383627608
10.1	0.39664378337147216	1311	57.95270785659802
29.9	0.6326530612244898	147	102.68707482993197
84.8	0.7777777777777778	9	229.66666666666666
53.8	0.7941176470588235	34	151.64705882352942
95.9	0.7777777777777778	9	181.88888888888889
46.0	0.8571428571428571	56	162.75
22.9	0.53515625	256	91.1171875
20.5	0.5614035087719298	342	89.54093567251462
35.1	0.7333333333333333	90	114.53333333333333
58.7	0.9473684210526315	19	187.6315789473684
22.3	0.6127659574468085	235	94.44255319148937
70.3	0.8666666666666667	15	201.53333333333333
40.6	0.7142857142857143	63	126.33333333333333
43.1	0.84	50	135.14
6.5	0.3503749147920927	2934	50.263803680981596
15.0	0.47697974217311234	543	71.50460405156538
37.3	0.7160493827160493	81	125.51851851851852
24.4	0.6284403669724771	218	99.77981651376147
65.1	0.9285714285714286	14	152.85714285714286
30.2	0.6209150326797386	153	113.6078431372549
76.2	0.9166666666666666	12	146.41666666666666
13.3	0.49935649935649934	777	69.26126126126127
38.8	0.8089887640449438	89	132.8876404494382
30.0	0.6690647482014388	139	111.57553956834532
135.7	1.0	2	262.5
33.2	0.6814159292035398	113	118.46017699115045
23.9	0.6228813559322034	236	103.63559322033899
52.9	0.75	36	152.55555555555554
11.3	0.4635108481262327	1014	63.94871794871795
17.6	0.5411764705882353	425	82.54823529411765
22.1	0.5880149812734082	267	96.42696629213484
17.5	0.5317647058823529	425	82.56470588235294
21.9	0.5653710247349824	283	98.3286219081272
62.1	0.8125	16	168.1875
25.8	0.63	200	111.985
74.2	0.8181818181818182	11	180.54545454545453
60.9	0.7666666666666667	30	163.03333333333333
92.1	1.0	7	168.71428571428572
34.3	0.7019230769230769	104	120.32692307692308
18.8	0.5588235294117647	374	91.08288770053476
29.0	0.6623376623376623	154	108.27922077922078
183.7	1.0	1	309.0
96.4	1.0	6	200.33333333333334
20.3	0.5661971830985916	355	90.72676056338028
45.9	0.7435897435897436	39	130.5897435897436
148.4	1.0	3	229.0
88.3	0.8571428571428571	7	154.71428571428572
56.3	0.8928571428571429	28	149.64285714285714
44.5	0.7547169811320755	53	150.83018867924528
26.6	0.7016574585635359	181	117.58563535911603
30.9	0.7348484848484849	132	115.0530303030303
56.9	0.8235294117647058	34	172.6764705882353
44.1	0.7704918032786885	61	135.5737704918033
75.7	0.8	15	141.4
21.7	0.6140350877192983	285	92.52631578947368
53.2	0.7931034482758621	29	145.0344827586207
27.9	0.6108108108108108	185	102.75675675675676
21.6	0.5460526315789473	304	91.0032894736842
7.2	0.38547717842323653	2410	53.26058091286307
24.8	0.5847457627118644	236	104.22457627118644
29.2	0.6312056737588653	141	105.05673758865248
31.9	0.71	100	117.12
17.2	0.49078341013824883	434	82.11290322580645
50.7	0.8461538461538461	39	159.6153846153846
14.1	0.4738292011019284	726	73.04820936639119
39.3	0.7903225806451613	62	121.54838709677419
122.4	1.0	4	214.0
20.7	0.5759493670886076	316	93.60759493670886
8.2	0.3928188638799571	1866	55.91907824222937
12.0	0.44868995633187775	916	66.1910480349345
9.2	0.4291139240506329	1580	58.563291139240505
11.7	0.45708376421923474	967	64.67631851085832
10.4	0.4383673469387755	1225	61.12326530612245
27.1	0.6796116504854369	206	104.53398058252426
9.5	0.4228045325779037	1412	59.53541076487252
42.7	0.8135593220338984	59	134.0677966101695
26.8	0.7083333333333334	168	110.95238095238095
57.7	0.8571428571428571	28	167.17857142857142
18.0	0.5654205607476636	428	82.75467289719626
29.7	0.6307692307692307	130	108.5
8.6	0.4158747903856903	1789	54.82839575181666
26.2	0.6145833333333334	192	115.55729166666667
8.9	0.40869565217391307	1610	55.90186335403727
21.5	0.5830388692579506	283	96.07067137809187
121.8	1.0	5	200.6
15.7	0.5197132616487455	558	77.86559139784946
9.4	0.408355795148248	1484	58.075471698113205
35.8	0.7634408602150538	93	127.23655913978494
8.5	0.40100390407138875	1793	57.13162297824874
92.4	1.0	7	146.71428571428572
25.7	0.5989583333333334	192	103.55208333333333
24.0	0.5672268907563025	238	99.19747899159664
50.3	0.8043478260869565	46	128.47826086956522
89.4	0.7272727272727273	11	164.36363636363637
41.3	0.8125	64	143.015625
75.5	0.9333333333333333	15	159.6
12.1	0.462882096069869	916	63.79148471615721
21.4	0.6312056737588653	282	98.43617021276596
20.1	0.5921787709497207	358	93.10614525139665
32.1	0.6571428571428571	105	112.8
31.8	0.6106194690265486	113	114.36283185840708
16.3	0.5121042830540037	537	77.26070763500931
30.4	0.696	125	111.384
37.6	0.7058823529411765	68	107.67647058823529
8.1	0.39613034623217924	1964	56.56160896130346
28.4	0.6804733727810651	169	108.64497041420118
46.9	0.7391304347826086	46	153.30434782608697
12.9	0.46675531914893614	752	67.00930851063829
57.4	0.8333333333333334	24	221.58333333333334
25.9	0.649746192893401	197	107.20304568527919
26.4	0.5953757225433526	173	100.08092485549133
155.8	1.0	2	336.0
8.3	0.43204653622422	1891	56.65044949762031
46.2	0.7551020408163265	49	127.77551020408163
51.4	0.78125	32	132.96875
15.9	0.5056603773584906	530	75.02641509433963
13.4	0.4675324675324675	770	71.28701298701299
64.9	0.8181818181818182	22	167.45454545454547
48.7	0.8636363636363636	44	158.0909090909091
5.8	0.3453815261044177	3486	47.16580608146873
24.1	0.6008230452674898	243	96.5843621399177
55.4	0.7419354838709677	31	157.2258064516129
18.9	0.553763440860215	372	85.83602150537635
53.5	0.8095238095238095	21	161.1904761904762
263.0	1.0	1	177.0
87.8	1.0	9	118.0
25.2	0.5752688172043011	186	103.69354838709677
61.1	0.84375	32	159.46875
12.6	0.4650630011454754	873	65.78694158075601
58.6	0.5882352941176471	17	127.11764705882354
38.6	0.6493506493506493	77	103.1948051948052
67.4	0.9	20	160.8
32.3	0.6585365853658537	123	124.92682926829268
19.4	0.5878962536023055	347	87.6743515850144
23.1	0.592436974789916	238	100.75210084033614
41.1	0.7887323943661971	71	126.43661971830986
26.1	0.5771428571428572	175	98.08571428571429
39.6	0.8421052631578947	76	124.73684210526316
32.5	0.7480916030534351	131	117.59541984732824
25.6	0.5930232558139535	172	104.25581395348837
45.0	0.8035714285714286	56	131.57142857142858
20.2	0.509375	320	87.73125
18.3	0.5858585858585859	396	87.28535353535354
98.0	1.0	4	203.75
23.4	0.5504201680672269	238	95.16806722689076
14.2	0.49624060150375937	665	71.36541353383458
31.6	0.674074074074074	135	120.13333333333334
13.6	0.47162162162162163	740	68.11621621621622
58.1	0.7272727272727273	22	139.9090909090909
42.9	0.6962025316455697	79	122.83544303797468
25.5	0.6424870466321243	193	112.64248704663213
14.0	0.4541607898448519	709	68.33568406205924
131.2	1.0	2	182.0
70.9	0.8333333333333334	6	189.33333333333334
31.1	0.6610169491525424	118	114.9322033898305
100.8	1.0	4	144.25
70.0	0.8	15	135.26666666666668
37.5	0.7333333333333333	90	131.14444444444445
33.0	0.6466165413533834	133	118.19548872180451
18.2	0.5636363636363636	440	83.26363636363637
39.5	0.75	64	123.65625
27.8	0.6688741721854304	151	104.75496688741723
53.0	0.75	40	126.85
41.8	0.75	60	128.55
32.6	0.6578947368421053	114	108.2280701754386
34.7	0.7352941176470589	102	121.11764705882354
21.0	0.603448275862069	348	92.20977011494253
23.7	0.5799086757990868	219	99.9269406392694
9.1	0.39865771812080536	1490	56.68993288590604
18.1	0.5603864734299517	414	89.47826086956522
10.7	0.44161545215100967	1139	64.64354697102722
91.6	1.0	7	148.28571428571428
84.4	0.8	10	202.5
37.0	0.6511627906976745	86	120.9186046511628
28.8	0.6524390243902439	164	109.9390243902439
57.3	0.7857142857142857	28	134.39285714285714
26.5	0.6530612244897959	196	109.21938775510205
32.9	0.7807017543859649	114	129.55263157894737
109.7	1.0	3	134.33333333333334
31.2	0.648	125	113.576
30.1	0.6715328467153284	137	104.57664233576642
37.7	0.788235294117647	85	130.9764705882353
13.2	0.48412698412698413	756	66.3558201058201
11.1	0.44649446494464945	1084	61.06826568265683
47.1	0.7307692307692307	52	129.46153846153845
20.8	0.576271186440678	295	98.0406779661017
47.8	0.7837837837837838	37	140.35135135135135
417.7	1.0	1	523.0
86.9	0.8571428571428571	14	189.92857142857142
134.5	1.0	3	362.6666666666667
78.5	0.7777777777777778	9	174.77777777777777
64.8	0.6	15	198.13333333333333
80.9	0.9333333333333333	15	201.66666666666666
58.8	0.7666666666666667	30	139.66666666666666
36.7	0.7446808510638298	94	124.85106382978724
51.9	0.6896551724137931	29	142.48275862068965
94.9	0.8	10	204.5
75.6	0.8333333333333334	12	154.83333333333334
59.6	0.6785714285714286	28	160.17857142857142
10.3	0.4316309719934102	1214	60.0156507413509
67.7	0.8125	16	149.5625
31.0	0.6444444444444445	135	107.33333333333333
35.2	0.7777777777777778	81	130.33333333333334
74.1	0.75	20	174.1
74.8	0.6153846153846154	13	149.3846153846154
67.3	0.8421052631578947	19	146.8421052631579
31.4	0.5564516129032258	124	107.79838709677419
69.7	0.7894736842105263	19	149.47368421052633
50.6	0.8055555555555556	36	133.75
73.6	0.8571428571428571	7	144.71428571428572
75.4	0.9090909090909091	11	163.9090909090909
58.0	0.7407407407407407	27	168.8148148148148
63.3	0.8260869565217391	23	189.04347826086956
85.6	0.8888888888888888	9	147.66666666666666
73.0	0.9411764705882353	17	192.58823529411765
50.9	0.775	40	148.125
78.4	0.75	8	155.875
73.9	0.9166666666666666	12	187.75
42.2	0.8070175438596491	57	148.859649122807
67.1	0.8571428571428571	14	136.92857142857142
33.4	0.7570093457943925	107	114.88785046728972
103.4	1.0	5	243.8
59.9	0.7857142857142857	28	158.78571428571428
48.0	0.8	50	147.32
72.1	0.9444444444444444	18	147.22222222222223
16.5	0.5438972162740899	467	77.28479657387581
23.6	0.6277056277056277	231	104.43722943722943
51.2	0.7894736842105263	38	146.60526315789474
46.1	0.78	50	133.84
49.0	0.8181818181818182	33	145.03030303030303
16.4	0.4811320754716981	530	78.54528301886792
24.3	0.6409090909090909	220	97.16363636363636
50.8	0.8787878787878788	33	182.5151515151515
68.8	0.6923076923076923	13	188.3846153846154
38.3	0.6	75	111.13333333333334
52.6	0.7241379310344828	29	157.68965517241378
62.3	0.8	25	201.0
62.7	0.7857142857142857	28	136.17857142857142
59.1	0.7619047619047619	21	158.23809523809524
74.7	0.9	10	146.7
41.7	0.74	50	144.28
68.5	0.7857142857142857	14	164.5
71.4	0.8947368421052632	19	166.1578947368421
84.2	0.75	4	230.0
41.9	0.7936507936507936	63	129.47619047619048
45.3	0.7241379310344828	58	143.58620689655172
66.5	0.8947368421052632	19	170.52631578947367
75.3	0.5	6	143.66666666666666
71.6	0.625	16	164.8125
15.4	0.5050847457627119	590	73.51186440677967
64.0	0.9473684210526315	19	156.89473684210526
51.8	0.6388888888888888	36	150.63888888888889
43.7	0.7368421052631579	57	123.14035087719299
39.2	0.75	96	133.32291666666666
38.7	0.7222222222222222	72	127.25
62.9	1.0	12	278.8333333333333
70.4	0.7647058823529411	17	156.2941176470588
70.1	1.0	17	172.2941176470588
43.0	0.7910447761194029	67	117.94029850746269
22.8	0.5803571428571429	224	94.875
81.2	0.8333333333333334	12	178.75
76.3	0.7692307692307693	13	132.07692307692307
79.3	0.8571428571428571	14	197.78571428571428
15.1	0.544360902255639	665	72.44812030075188
54.7	0.7777777777777778	27	158.77777777777777
80.6	1.0	11	206.0
38.0	0.654320987654321	81	113.46913580246914
58.2	0.7692307692307693	26	179.42307692307693
64.6	0.7272727272727273	11	185.1818181818182
146.6	1.0	1	400.0
42.1	0.6612903225806451	62	133.32258064516128
65.0	0.75	16	133.0625
30.3	0.6381578947368421	152	120.91447368421052
35.0	0.7368421052631579	95	112.0
49.5	0.7777777777777778	45	127.6
55.7	0.875	24	180.625
60.7	0.7777777777777778	36	162.22222222222223
50.2	0.8205128205128205	39	152.76923076923077
54.5	0.8571428571428571	28	177.21428571428572
66.1	0.875	16	164.8125
80.4	0.9090909090909091	11	160.0909090909091
24.5	0.5668202764976958	217	98.26267281105991
45.8	0.6785714285714286	56	137.28571428571428
23.0	0.6068702290076335	262	100.23282442748092
83.6	0.8888888888888888	9	183.44444444444446
61.2	0.8823529411764706	17	175.52941176470588
37.2	0.7283950617283951	81	125.70370370370371
15.2	0.48484848484848486	561	76.59001782531195
55.0	0.8285714285714286	35	186.4857142857143
18.7	0.5606469002695418	371	79.69541778975741
80.1	0.9166666666666666	12	194.75
40.9	0.746031746031746	63	135.20634920634922
66.2	1.0	15	212.26666666666668
28.6	0.5987261146496815	157	111.89808917197452
47.4	0.75	48	129.66666666666666
44.2	0.75	60	135.46666666666667
62.5	0.7777777777777778	18	140.94444444444446
79.8	0.9	10	151.0
93.1	0.6666666666666666	3	178.66666666666666
53.1	0.8064516129032258	31	155.70967741935485
64.3	0.8823529411764706	17	152.94117647058823
51.3	0.75	36	141.86111111111111
45.2	0.8048780487804879	41	118.90243902439025
50.4	0.8372093023255814	43	140.51162790697674
45.4	0.819672131147541	61	143.80327868852459
61.3	0.8421052631578947	19	171.21052631578948
44.7	0.7	60	124.86666666666666
202.5	1.0	1	406.0
33.8	0.6792452830188679	106	122.33962264150944
27.7	0.4857142857142857	140	97.55
33.3	0.6421052631578947	95	113.70526315789473
104.5	1.0	2	235.0
55.8	0.8235294117647058	17	176.8235294117647
25.1	0.6666666666666666	213	113.03286384976526
32.7	0.64	125	110.416
62.2	0.72	25	146.24
56.1	0.75	32	193.09375
28.3	0.5902777777777778	144	104.27083333333333
34.4	0.7551020408163265	98	108.96938775510205
48.6	0.8157894736842105	38	129.68421052631578
46.4	0.8113207547169812	53	164.67924528301887
71.5	1.0	12	165.0
47.0	0.6888888888888889	45	132.55555555555554
39.8	0.6716417910447762	67	123.49253731343283
34.5	0.6896551724137931	87	111.49425287356321
15.6	0.5037735849056604	530	76.27547169811321
36.0	0.7012987012987013	77	134.83116883116884
159.0	1.0	1	420.0
77.3	0.8888888888888888	9	199.66666666666666
24.7	0.6652173913043479	230	105.11304347826086
59.5	0.76	25	144.56
42.3	0.8360655737704918	61	140.8360655737705
86.2	0.8	5	219.8
54.0	0.9	20	157.55
62.0	0.8666666666666667	30	195.7
48.1	0.6428571428571429	42	133.42857142857142
69.2	0.8666666666666667	15	145.2
28.5	0.7142857142857143	182	111.21428571428571
12.4	0.43803680981595094	815	64.63680981595093
53.3	0.8387096774193549	31	155.93548387096774
62.4	0.875	16	177.1875
35.4	0.717948717948718	117	132.6153846153846
61.6	0.8695652173913043	23	137.65217391304347
61.9	0.8571428571428571	21	146.95238095238096
63.6	0.8636363636363636	22	201.86363636363637
56.5	0.8695652173913043	23	141.34782608695653
27.6	0.6407185628742516	167	107.23952095808383
45.6	0.8181818181818182	44	149.70454545454547
69.0	0.9444444444444444	18	154.88888888888889
81.6	1.0	9	203.88888888888889
63.5	0.8235294117647058	34	159.2058823529412
40.7	0.6842105263157895	57	140.49122807017545
55.3	0.9259259259259259	27	189.96296296296296
63.7	0.7916666666666666	24	154.625
64.1	0.75	20	182.45
41.4	0.6956521739130435	69	116.08695652173913
22.2	0.5932835820895522	268	96.98880597014926
54.1	0.76	25	124.8
72.4	0.7647058823529411	17	157.2941176470588
42.8	0.6818181818181818	44	108.36363636363636
49.3	0.7894736842105263	38	168.23684210526315
40.2	0.7647058823529411	68	125.95588235294117
54.2	0.8	25	162.76
65.3	0.6	20	149.4
52.3	0.84375	32	160.21875
16.0	0.5323741007194245	556	77.49820143884892
37.4	0.7415730337078652	89	114.68539325842697
29.3	0.6573426573426573	143	113.67832167832168
42.4	0.734375	64	138.5625
31.5	0.7101449275362319	138	112.22463768115942
18.6	0.5525	400	88.005
36.4	0.7272727272727273	88	107.63636363636364
53.7	0.7631578947368421	38	140.1578947368421
40.1	0.7654320987654321	81	117.79012345679013
80.3	0.9	10	157.6
40.5	0.6666666666666666	72	128.83333333333334
130.3	1.0	2	187.5
22.7	0.5803921568627451	255	92.67058823529412
48.4	0.7777777777777778	45	155.04444444444445
35.5	0.7222222222222222	90	119.4888888888889
68.3	0.8235294117647058	17	174.88235294117646
30.6	0.736	125	121.184
14.7	0.4892205638474295	603	73.49419568822555
38.4	0.7564102564102564	78	133.71794871794873
31.7	0.7166666666666667	120	118.24166666666666
9.6	0.4284655300222387	1349	60.24240177909563
19.6	0.6149584487534626	361	92.49307479224376
68.1	0.631578947368421	19	160.0
46.8	0.813953488372093	43	182.2325581395349
45.1	0.7555555555555555	45	138.35555555555555
38.1	0.717948717948718	78	130.83333333333334
13.0	0.47837150127226463	786	69.75699745547074
36.3	0.7411764705882353	85	127.87058823529412
48.8	0.8095238095238095	42	125.02380952380952
14.6	0.49909255898366606	551	73.36842105263158
17.0	0.5682819383259912	454	81.7533039647577
25.4	0.6544502617801047	191	107.01570680628272
36.8	0.7840909090909091	88	125.9090909090909
26.7	0.6649746192893401	197	101.36548223350253
23.2	0.5473251028806584	243	97.23868312757202
17.7	0.5640449438202247	445	81.79101123595505
52.1	0.8529411764705882	34	140.52941176470588
47.2	0.9210526315789473	38	147.1578947368421
12.5	0.4595238095238095	840	62.68214285714286
47.5	0.7391304347826086	46	144.65217391304347
38.5	0.6973684210526315	76	119.17105263157895
26.3	0.5721925133689839	187	97.36363636363636
44.8	0.6666666666666666	45	135.51111111111112
27.3	0.6052631578947368	152	106.70394736842105
50.5	0.7714285714285715	35	160.02857142857144
51.0	0.8529411764705882	34	157.58823529411765
33.6	0.7387387387387387	111	120.63063063063063
46.3	0.6938775510204082	49	138.6734693877551
27.5	0.6264367816091954	174	116.33333333333333
33.9	0.6698113207547169	106	112.0
127.3	1.0	6	221.83333333333334
65.4	0.8461538461538461	13	172.07692307692307
35.6	0.7294117647058823	85	107.72941176470589
52.7	0.84375	32	169.78125
36.2	0.7671232876712328	73	130.72602739726028
19.8	0.5325077399380805	323	94.26006191950465
35.9	0.6162790697674418	86	115.1046511627907
19.0	0.5212765957446809	376	76.85904255319149
27.0	0.6097560975609756	164	102.82317073170732
60.1	0.84	25	199.64
37.8	0.7333333333333333	75	126.85333333333334
55.6	0.7352941176470589	34	148.3235294117647
76.4	0.9230769230769231	13	171.76923076923077
44.3	0.8888888888888888	54	141.46296296296296
71.1	0.8	5	174.6
41.6	0.7575757575757576	66	135.0909090909091
52.2	0.9375	32	153.4375
95.5	1.0	5	147.2
32.2	0.734375	128	117.609375
43.2	0.6226415094339622	53	125.15094339622641
49.4	0.8125	32	132.9375
33.7	0.7272727272727273	110	121.58181818181818
24.9	0.5983263598326359	239	104.76569037656904
34.9	0.7130434782608696	115	112.79130434782608
55.9	0.75	44	145.5909090909091
22.4	0.5924657534246576	292	96.55479452054794
66.9	0.875	16	162.5
91.9	0.8	10	204.6
67.6	0.8125	16	152.9375
43.6	0.7358490566037735	53	132.66037735849056
29.8	0.6643356643356644	143	113.27272727272727
48.3	0.75	44	142.52272727272728
43.3	0.7833333333333333	60	133.41666666666666
52.4	0.875	24	132.41666666666666
54.3	0.9090909090909091	33	163.3939393939394
21.8	0.5953307392996109	257	92.57976653696498
44.4	0.6545454545454545	55	121.47272727272727
47.7	0.7659574468085106	47	150.91489361702128
22.5	0.6425992779783394	277	102.92418772563177
17.8	0.5654205607476636	428	82.25700934579439
47.6	0.8260869565217391	46	128.7391304347826
16.9	0.5297872340425532	470	79.74255319148936
52.5	0.8064516129032258	31	141.19354838709677
18.5	0.5480093676814989	427	87.12412177985948
25.3	0.5595854922279793	193	103.05699481865285
27.4	0.6704545454545454	176	103.4375
40.8	0.5818181818181818	55	124.74545454545455
43.8	0.7547169811320755	53	134.8490566037736
49.8	0.85	40	160.45
58.5	0.7727272727272727	22	157.77272727272728
23.3	0.5803921568627451	255	101.34901960784313
24.6	0.5806451612903226	217	100.80645161290323
24.2	0.6261261261261262	222	100.05855855855856
50.1	0.8809523809523809	42	149.95238095238096
44.6	0.8333333333333334	48	155.64583333333334
20.9	0.5379939209726444	329	90.76899696048632
41.0	0.7846153846153846	65	127.15384615384616
44.0	0.7777777777777778	63	146.12698412698413
30.5	0.6612903225806451	124	110.86290322580645
37.1	0.7575757575757576	99	123.05050505050505
20.6	0.5594855305466238	311	91.72347266881029
85.2	1.0	6	242.16666666666666
60.6	0.8636363636363636	22	231.77272727272728
40.3	0.7288135593220338	59	125.16949152542372
39.4	0.734375	64	124.890625
40.0	0.7532467532467533	77	130.5064935064935
34.6	0.7444444444444445	90	123.24444444444444
13.5	0.4533898305084746	708	71.00847457627118
28.1	0.6845238095238095	168	105.08928571428571
59.7	0.7777777777777778	27	179.33333333333334
30.7	0.717948717948718	117	109.0
164.9	0.6666666666666666	3	385.3333333333333
74.9	0.9333333333333333	15	185.13333333333333
11.0	0.45013979496738116	1073	60.96085740913327
16.8	0.5490605427974948	479	80.37787056367432
56.8	0.8518518518518519	27	174.62962962962962
25.0	0.6238095238095238	210	98.78571428571429
28.7	0.6416184971098265	173	118.64161849710983
69.6	0.9090909090909091	11	240.8181818181818
53.9	0.7666666666666667	30	144.13333333333333
31.3	0.7105263157894737	114	122.35087719298245
71.9	0.5454545454545454	11	151.45454545454547
46.5	0.6607142857142857	56	135.98214285714286
55.1	0.78125	32	165.9375
21.2	0.59	300	94.43
30.8	0.7575757575757576	132	113.38636363636364
19.9	0.5660377358490566	318	91.4496855345912
17.4	0.5106382978723404	423	79.23167848699764
21.3	0.5684210526315789	285	97.14035087719299
32.4	0.7154471544715447	123	120.15447154471545
17.1	0.5474137931034483	464	81.44827586206897
136.1	1.0	3	307.0
392.3	1.0	1	406.0
365.9	1.0	1	463.0
476.1	1.0	1	722.0
415.1	1.0	1	449.0
280.5	1.0	1	243.0
160.3	1.0	2	165.5
229.8	1.0	1	171.0
99.2	1.0	2	318.0
387.2	1.0	1	385.0
