p	linkRatio	samplenum
14.1	0.9333333333333333	15
18.9	0.9285714285714286	14
4.0	0.3098958333333333	1920
8.6	0.6923076923076923	91
9.3	0.6179775280898876	89
5.7	0.47026022304832715	538
12.3	0.84	25
6.5	0.5096774193548387	310
6.0	0.4698544698544699	481
9.1	0.6761904761904762	105
4.8	0.3877551020408163	1029
10.0	0.8653846153846154	52
24.7	1.0	9
5.5	0.4737762237762238	572
7.4	0.5963302752293578	218
11.4	0.8421052631578947	38
7.5	0.5777777777777777	180
23.2	1.0	10
5.8	0.45286885245901637	488
23.0	1.0	6
8.7	0.7128712871287128	101
9.0	0.6829268292682927	82
27.8	1.0	3
9.9	0.7547169811320755	53
10.4	0.775	40
10.1	0.8367346938775511	49
37.1	1.0	4
10.8	0.6666666666666666	39
19.2	0.875	8
5.9	0.5398230088495575	452
9.4	0.759493670886076	79
11.7	0.7272727272727273	33
7.8	0.6865671641791045	201
8.1	0.578125	128
8.2	0.6258992805755396	139
9.7	0.7183098591549296	71
25.4	1.0	11
9.6	0.7721518987341772	79
8.4	0.6260869565217392	115
8.5	0.6666666666666666	111
9.2	0.782051282051282	78
21.8	0.8333333333333334	6
9.5	0.7931034482758621	58
7.3	0.5691489361702128	188
7.7	0.6047904191616766	167
7.6	0.6282051282051282	156
18.4	0.75	8
6.8	0.5766423357664233	274
20.2	1.0	4
10.5	0.8648648648648649	37
8.9	0.7684210526315789	95
21.1	1.0	9
12.0	0.8461538461538461	26
14.5	0.8	5
13.2	0.8695652173913043	23
16.7	0.875	8
15.0	1.0	14
10.2	0.7450980392156863	51
36.9	1.0	1
32.6	1.0	4
12.4	0.9473684210526315	19
36.4	1.0	1
12.1	0.9545454545454546	22
46.5	1.0	2
27.4	1.0	4
10.3	0.8723404255319149	47
21.5	1.0	6
12.5	0.7727272727272727	22
39.0	1.0	1
10.9	0.8157894736842105	38
14.4	1.0	17
11.0	0.7674418604651163	43
13.0	0.9166666666666666	24
23.8	1.0	7
21.9	1.0	3
11.6	0.8518518518518519	27
24.1	1.0	5
26.2	1.0	3
39.6	1.0	3
17.3	1.0	9
11.9	0.9583333333333334	24
16.3	0.9411764705882353	17
21.0	1.0	5
27.6	1.0	3
20.1	1.0	9
10.7	0.8541666666666666	48
25.3	1.0	8
13.4	1.0	13
41.4	1.0	1
21.4	1.0	7
26.1	1.0	8
15.4	0.9	10
29.7	1.0	4
24.2	1.0	8
17.9	1.0	4
23.7	1.0	8
12.2	0.8571428571428571	21
36.2	1.0	1
14.9	0.8461538461538461	13
11.2	0.875	32
46.6	1.0	1
13.6	0.8125	16
23.3	1.0	8
28.6	1.0	8
18.5	1.0	4
22.9	1.0	9
32.8	1.0	5
29.5	1.0	4
17.7	1.0	6
16.4	0.8571428571428571	7
13.1	0.896551724137931	29
21.3	1.0	7
32.4	1.0	2
21.6	1.0	9
14.3	0.7857142857142857	14
14.6	0.9	10
25.6	1.0	8
53.8	1.0	1
62.0	1.0	1
25.7	1.0	8
13.7	0.8823529411764706	17
22.8	1.0	5
26.8	1.0	6
14.2	0.9285714285714286	14
17.6	1.0	9
15.6	0.8	10
28.3	1.0	5
45.4	1.0	2
25.1	1.0	7
33.5	1.0	2
18.3	1.0	5
28.8	1.0	1
32.1	1.0	2
15.1	0.8	10
30.6	1.0	2
16.1	1.0	6
25.9	1.0	4
21.7	1.0	4
31.8	1.0	6
30.9	1.0	1
27.7	1.0	4
30.2	1.0	6
22.4	1.0	8
32.7	1.0	3
41.5	1.0	2
11.3	0.8333333333333334	30
42.4	1.0	1
15.5	0.8888888888888888	9
52.2	1.0	3
28.4	1.0	3
12.9	0.9545454545454546	22
19.9	1.0	6
15.9	0.875	8
19.4	1.0	4
36.6	1.0	1
24.5	1.0	8
20.0	1.0	4
32.3	1.0	4
63.0	1.0	1
41.1	1.0	2
45.3	1.0	3
13.3	0.9	20
14.7	1.0	16
15.8	0.75	4
22.3	1.0	6
26.6	1.0	5
11.8	0.7941176470588235	34
16.5	1.0	6
26.0	1.0	6
22.2	1.0	3
17.8	1.0	6
56.9	1.0	1
40.7	1.0	1
35.8	1.0	4
26.7	1.0	2
15.2	0.8888888888888888	9
22.5	1.0	3
22.6	1.0	4
12.7	0.95	20
20.9	1.0	3
13.8	0.8	15
47.1	1.0	2
29.1	1.0	2
20.5	1.0	4
23.5	1.0	7
16.0	1.0	6
14.8	0.8181818181818182	11
16.6	1.0	10
32.9	1.0	3
43.2	1.0	1
29.9	1.0	5
20.8	1.0	4
50.2	1.0	1
29.8	0.8571428571428571	7
28.5	1.0	4
28.9	1.0	5
17.5	1.0	3
23.9	1.0	8
29.0	1.0	1
24.3	1.0	4
21.2	1.0	5
14.0	0.8888888888888888	9
47.0	1.0	1
40.4	1.0	1
45.2	1.0	1
22.1	1.0	7
15.3	0.875	8
37.7	1.0	1
23.4	1.0	11
27.1	1.0	3
44.0	1.0	1
18.1	1.0	3
37.9	1.0	1
52.4	1.0	1
24.8	1.0	5
58.6	1.0	1
23.6	1.0	4
57.6	1.0	2
34.7	1.0	3
30.1	1.0	2
13.9	0.8333333333333334	12
18.6	1.0	10
39.9	1.0	2
27.0	1.0	6
19.1	0.7142857142857143	7
25.8	1.0	5
42.3	1.0	1
27.3	1.0	5
31.5	1.0	3
25.0	1.0	5
16.8	1.0	10
19.7	1.0	11
29.3	1.0	7
48.8	1.0	1
20.3	1.0	4
29.6	1.0	3
44.5	1.0	1
46.7	1.0	2
37.0	1.0	2
28.7	0.6666666666666666	3
45.1	1.0	2
30.3	1.0	1
35.2	1.0	2
20.7	1.0	7
26.3	1.0	8
26.9	1.0	6
37.4	1.0	1
33.8	1.0	2
36.7	1.0	1
42.5	1.0	6
30.7	1.0	4
52.7	1.0	1
17.0	0.875	8
23.1	1.0	3
26.5	1.0	4
58.0	1.0	2
31.3	1.0	3
35.4	1.0	3
28.1	1.0	6
50.9	1.0	2
34.5	1.0	1
32.0	1.0	6
34.4	1.0	3
18.0	1.0	4
36.5	1.0	1
35.7	1.0	2
38.5	1.0	1
28.2	1.0	5
33.3	1.0	2
19.6	1.0	3
56.0	1.0	1
28.0	1.0	3
17.4	0.8888888888888888	9
18.2	1.0	2
24.6	1.0	3
24.9	1.0	3
19.0	1.0	2
22.7	1.0	2
12.8	0.7692307692307693	13
18.7	1.0	8
37.5	1.0	2
34.3	1.0	1
16.9	1.0	4
24.0	0.8	5
30.0	1.0	4
19.8	1.0	3
41.6	1.0	1
38.1	1.0	1
35.6	1.0	1
19.5	1.0	3
39.5	1.0	1
41.0	1.0	2
63.9	1.0	1
41.2	1.0	1
17.2	0.5	2
34.9	1.0	2
45.6	1.0	1
33.6	1.0	3
57.1	1.0	1
41.7	1.0	1
19.3	0.5	2
50.1	1.0	1
38.0	1.0	2
59.2	1.0	1
20.6	1.0	2
25.2	1.0	2
44.6	1.0	1
35.1	1.0	2
31.2	1.0	1
18.8	0.6666666666666666	3
27.9	1.0	2
27.5	1.0	3
36.0	1.0	3
56.6	1.0	1
39.4	1.0	1
34.2	1.0	1
44.8	1.0	2
41.3	1.0	2
56.4	1.0	1
44.7	1.0	2
30.4	1.0	1
38.3	1.0	2
57.7	1.0	1
49.6	1.0	1
42.7	1.0	1
33.1	1.0	2
20.4	1.0	2
43.3	1.0	2
38.7	1.0	2
24.4	1.0	2
40.2	1.0	1
22.0	1.0	2
29.4	1.0	1
34.8	1.0	2
46.9	1.0	2
25.5	1.0	4
60.1	1.0	1
31.0	1.0	3
17.1	1.0	3
30.5	1.0	1
34.6	1.0	1
30.8	1.0	1
45.7	1.0	1
42.1	1.0	1
45.5	1.0	1
43.4	1.0	1
31.9	1.0	1
49.5	1.0	1
42.9	1.0	1
49.1	1.0	1
56.8	1.0	1
44.1	1.0	1
46.2	1.0	1
43.5	1.0	1
36.3	1.0	1
55.6	1.0	1
33.9	1.0	1
60.3	1.0	1
58.4	1.0	1
57.2	1.0	1
37.8	1.0	1
40.0	1.0	1
